Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Log_MonthlyIncome
26,0,1355,25,1,3,61,3,1,3,8916,1,23,4,4,1,8,3,3,8,7,5,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.987184748233473
36,0,216,6,2,2,84,3,2,2,2819,6,20,4,4,2,7,0,3,3,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8.505525386548555
51,1,1150,8,4,1,53,1,3,4,25150,2,15,3,4,0,18,2,3,4,2,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9.273409063443166
39,0,1329,4,4,4,47,2,2,3,14590,4,14,3,3,1,17,1,4,15,11,5,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.683215975240689
25,0,959,28,3,1,41,2,2,3,24835,2,18,3,4,0,6,3,3,2,2,2,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.064157861798101
30,0,1240,9,3,3,48,3,2,4,13982,0,19,3,4,0,12,2,1,11,9,4,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,8.7558950816463
32,1,1033,9,3,1,41,3,1,1,10224,7,22,4,1,0,10,2,4,5,4,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.343077871169383
45,0,1316,29,3,3,83,3,1,4,9752,5,13,3,2,0,9,2,2,6,5,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.146998697389993
38,0,364,3,5,4,32,3,2,3,2302,3,20,4,2,0,19,2,3,3,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,8.370547611074752
30,0,438,18,3,1,75,3,1,3,23910,1,14,3,3,0,5,4,2,5,4,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.87587915949631
32,0,689,9,2,4,35,1,2,4,22812,0,17,3,4,3,9,2,4,8,7,0,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.448700194970938
30,0,201,5,3,4,84,3,1,1,10415,5,14,3,4,1,8,3,3,3,2,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8.07246736935477
30,0,1427,2,1,2,35,2,1,4,11162,0,13,3,4,0,6,3,3,5,3,1,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.908754738783246
41,0,857,10,3,4,91,2,4,1,12888,4,13,3,2,1,21,2,2,7,6,7,7,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.751617603198001
41,0,933,9,4,3,94,3,1,1,6961,2,21,4,4,1,7,2,3,5,0,1,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.713784616598755
19,0,1181,3,1,2,79,3,1,2,16102,1,14,3,4,0,1,3,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.302496423727326
40,0,1395,26,3,2,54,3,2,2,8504,1,11,3,1,1,20,2,3,20,7,2,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.631592731724734
35,0,662,1,5,3,94,3,3,2,11439,1,13,3,1,2,10,3,3,10,8,0,6,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.895081531754167
53,0,1436,6,2,2,34,3,2,3,16047,2,20,4,4,1,13,3,1,7,7,4,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,7.7437032581737535
45,0,194,9,3,2,60,3,2,2,10901,8,18,3,3,1,20,2,1,17,9,0,15,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.761744984658913
32,0,967,8,3,2,43,3,3,4,15589,1,14,3,4,0,9,2,3,9,8,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.104868739033948
29,0,1496,1,1,4,41,3,2,3,26283,1,13,3,1,1,10,1,3,10,7,0,9,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.371010681238156
51,0,1169,7,4,2,34,2,2,3,13983,2,17,3,3,0,10,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.721439305625983
58,0,1145,9,3,2,75,2,1,2,11873,4,20,4,2,1,9,3,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8.115819701211327
40,0,630,4,4,3,67,2,3,4,8552,7,11,3,1,1,15,2,2,12,11,2,11,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.292473201514705
34,0,303,2,4,3,75,3,1,3,11314,6,18,3,4,1,6,3,3,4,3,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.710653323501202
22,0,1256,19,1,3,80,3,1,4,11992,1,24,4,1,2,2,6,3,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.751045117971802
27,0,691,9,3,4,57,3,1,2,5970,6,18,3,4,1,6,1,1,2,2,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.613324979540639
28,0,440,21,3,3,42,3,1,4,6672,1,11,3,3,1,5,2,1,5,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.906178840394815
57,0,334,24,2,3,83,4,3,4,23402,3,16,3,2,1,12,2,1,5,3,1,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.152711259139547
27,0,1450,3,3,3,79,2,1,3,25326,1,15,3,4,1,1,2,2,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.8504931808711405
50,0,1452,11,3,3,53,3,5,2,17053,3,15,3,2,0,21,5,3,5,4,4,4,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9.899830875032585
41,0,465,14,3,1,56,3,1,3,4609,4,12,3,1,1,13,2,3,9,8,1,8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.804659297056102
30,0,1339,5,3,2,41,3,3,4,8053,2,12,3,3,1,12,2,3,10,9,7,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.150590367570409
38,0,702,1,4,1,59,2,2,4,12930,4,22,4,3,0,12,2,4,8,3,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.06958293425992
32,0,120,6,5,3,43,3,1,3,12430,3,20,4,1,0,8,2,3,5,4,1,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.019283792916793
27,0,1157,17,3,3,51,3,1,2,13364,0,16,3,4,1,6,3,2,5,2,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,8.025843344150903
19,1,602,1,1,3,100,1,1,1,20989,0,21,4,1,0,1,5,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7.75190533307861
36,0,1480,3,2,4,30,3,1,2,15062,4,12,3,3,0,13,3,2,8,7,7,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.644440761556566
30,0,111,9,3,3,66,3,2,1,11012,1,11,3,3,2,12,4,3,12,9,6,10,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8.030409562130485
45,0,1268,4,2,3,30,3,2,1,6319,4,11,3,1,1,9,3,4,5,4,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.518592212329946
56,0,713,8,3,3,67,3,1,1,13939,4,18,3,3,1,19,3,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.356554845453426
33,0,134,2,3,3,90,3,1,4,10515,0,14,3,1,0,4,2,4,3,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.824445930877619
19,1,303,2,3,2,47,2,1,4,9241,1,22,4,3,0,1,3,2,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.005789019253503
46,0,526,1,2,2,92,3,3,1,2137,1,25,4,3,3,24,2,3,24,13,15,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.254739959272866
38,0,1380,9,2,3,75,3,1,4,6319,1,12,3,3,0,2,3,3,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.735870319952567
31,0,140,12,1,3,95,3,1,4,6984,8,23,4,3,1,7,0,3,4,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,8.276394704863307
34,0,629,27,2,4,95,3,1,2,5711,2,15,3,4,0,9,3,3,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.7458682297922685
41,1,1356,20,2,2,70,3,1,2,21728,1,22,4,4,0,4,5,2,4,3,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.052296499538647
50,0,328,1,3,3,86,2,1,3,3425,2,15,3,4,1,5,2,2,3,2,0,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.213652703029998
53,0,1084,13,2,4,57,4,2,1,26250,1,11,3,3,2,5,3,3,4,2,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.400884069015854
33,0,931,14,3,4,72,3,1,2,4673,1,13,3,4,1,8,5,3,8,7,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.921898411023797
40,0,989,4,1,4,46,3,5,3,6499,1,14,3,2,1,21,2,3,20,8,9,9,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.85398213263229
55,0,692,14,4,3,61,4,5,2,13339,8,11,3,4,0,36,3,3,24,15,2,15,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9.837507993602152
34,0,1069,2,1,4,45,2,2,3,14074,1,17,3,3,0,10,2,2,10,9,1,9,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9.16408698745872
51,0,313,3,3,4,98,3,4,2,7192,3,18,3,3,0,21,6,3,7,7,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.527702598529375
52,0,699,1,4,3,65,2,5,3,5678,0,14,3,1,1,34,5,3,33,18,11,9,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.903487552536127
27,0,894,9,3,4,99,3,1,2,11781,1,16,3,4,0,7,2,2,7,7,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.731930721948486
35,1,556,23,2,2,50,2,2,3,15497,3,13,3,1,0,8,1,3,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,8.685584842676693
43,0,1344,7,3,4,37,4,1,4,5228,4,14,3,4,3,7,3,4,5,4,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.644919344958857
45,0,1195,2,2,1,65,2,4,4,20462,9,23,4,4,1,22,1,3,20,8,11,8,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.728717411895008
37,0,290,21,3,2,65,4,1,1,22977,1,12,3,1,1,8,3,2,8,7,1,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8.178919332848396
35,0,138,2,3,2,37,3,2,2,15986,5,11,3,4,0,10,5,3,6,2,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.395251520610994
42,0,926,21,2,3,36,3,2,3,16439,2,16,3,2,1,11,5,3,5,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.569026340056254
38,0,1261,2,4,4,88,3,2,3,7259,9,14,3,2,0,14,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.787830829258759
38,0,1084,29,3,4,54,3,2,4,4185,3,18,3,1,1,9,3,1,7,7,1,7,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.742254901886351
27,0,472,1,1,3,60,2,2,1,9679,5,19,3,3,1,6,1,3,2,2,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,8.366137716496281
49,0,1002,18,4,4,92,3,2,4,23793,1,15,3,1,2,7,0,3,7,7,1,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,8.825412915085566
34,0,878,10,4,4,43,3,1,3,5972,1,17,3,4,1,5,4,4,5,3,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8.246958032568177
40,0,905,19,2,3,99,3,2,4,16523,8,15,3,3,1,15,2,4,7,2,3,7,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.91644286012226
38,1,1180,29,1,2,70,3,2,1,11354,7,19,3,2,0,17,2,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.80597465931132
29,1,121,27,3,2,35,3,3,4,24525,1,22,4,4,3,10,3,2,10,4,1,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.941152882160566
22,0,1136,5,3,4,60,4,1,2,12392,1,16,3,1,1,4,2,2,4,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.753194269884341
36,0,635,18,1,2,73,3,1,4,7703,1,13,3,1,0,8,2,3,8,1,1,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.675081857716334
40,0,1151,9,5,4,63,2,2,4,14242,9,14,3,4,1,5,5,1,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.492285555710053
46,0,644,1,4,4,97,3,3,1,12368,7,16,3,3,1,17,3,3,4,2,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.148145768383065
32,1,1045,4,4,4,32,1,3,4,25812,1,11,3,3,0,14,2,2,14,8,9,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.249657234353133
30,0,829,1,1,3,88,2,3,3,20925,1,22,4,3,0,12,2,3,11,8,5,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9.044875932248651
27,0,1242,20,3,4,90,3,2,3,12916,1,14,3,4,0,7,2,3,7,7,0,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.208538750029554
51,0,1469,8,4,2,81,2,3,2,15736,5,16,3,4,2,16,5,1,10,9,4,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.43276366396591
30,1,1005,3,3,4,88,3,1,1,8556,5,11,3,3,0,8,5,3,5,2,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,7.885329239273191
41,0,896,6,3,4,75,3,3,4,14674,3,18,3,3,0,16,3,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9.517236663351769
30,1,334,26,4,3,52,2,2,1,22967,5,15,3,3,0,9,5,2,6,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.80941494391005
29,1,992,1,3,3,85,3,1,3,19757,0,14,3,4,0,7,1,2,6,2,1,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,7.629975707027789
45,0,1052,6,3,4,57,2,3,4,16840,6,12,3,4,0,23,2,3,19,7,12,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.089979015305
54,0,1147,3,3,4,52,3,2,1,17011,2,14,3,4,1,16,4,3,6,2,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.689632748355741
36,0,1396,5,2,4,62,3,2,2,9945,8,16,3,4,0,16,3,4,13,11,3,7,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.685246776412487
33,0,147,4,4,3,47,2,1,2,13248,6,21,4,4,0,7,3,3,3,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.872073979866873
37,0,663,11,3,2,47,3,3,4,10056,1,14,3,3,3,10,1,3,10,8,0,7,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,9.40804303080844
38,0,119,3,3,1,76,3,3,3,9647,0,12,3,3,2,17,6,2,16,10,5,13,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.26955223160803
31,0,979,1,4,3,90,1,2,3,4381,0,12,3,4,1,6,2,3,5,4,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.377011160816375
59,0,142,3,3,3,70,2,1,4,8456,3,17,3,1,1,7,6,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.686162303492906
37,0,319,4,4,1,41,3,1,4,2539,4,17,3,3,1,13,2,3,9,8,5,8,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.935229539816907
29,0,1413,1,1,2,42,3,3,4,6599,1,14,3,4,1,11,5,3,11,10,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.977020214210413
35,0,944,1,3,3,92,3,3,3,9096,1,14,3,1,0,10,3,4,10,7,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.081369990679223
29,1,896,18,1,3,86,2,1,4,14961,1,13,3,3,0,4,3,2,4,3,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7.779048644925556
52,0,1323,2,3,3,89,2,1,4,3300,7,15,3,2,0,6,3,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.074960359115858
42,0,532,4,2,3,58,3,5,4,4933,1,11,3,4,0,22,3,3,22,17,11,15,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,9.864382832655368
59,0,818,6,2,2,52,3,1,3,25657,8,17,3,4,0,7,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.7266536648476425
50,0,854,1,4,4,68,3,5,4,24118,3,11,3,3,1,32,3,2,7,0,0,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.879092395701406
33,1,813,14,3,3,58,3,1,4,22149,5,13,3,3,1,8,2,1,5,4,0,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.798523053625206
43,0,1034,16,3,4,80,3,4,4,7744,5,22,4,3,1,22,3,3,17,13,1,9,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,9.68439827154996
33,1,465,2,2,1,39,3,1,1,21509,7,20,4,1,0,13,3,4,9,7,1,7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.903965634032166
52,0,771,2,4,1,79,2,5,3,21030,1,18,3,4,0,33,2,4,33,7,15,12,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9.855819258834627
32,0,1401,4,2,3,56,3,1,2,20990,2,11,3,1,1,6,5,3,4,3,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.276903481267057
32,1,515,1,3,4,62,2,1,3,9571,0,14,3,4,0,4,2,1,3,2,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,8.224431573221159
39,0,1431,1,4,3,96,3,1,3,15417,7,14,3,3,3,7,1,3,3,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.711101251840158
32,0,976,26,4,3,100,3,2,4,12069,0,18,3,1,0,4,2,3,3,2,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.404248432400102
41,0,1411,19,2,3,36,3,2,1,19877,2,16,3,1,2,17,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.030409562130485
40,0,1300,24,2,1,62,3,2,4,24447,1,17,3,1,2,9,3,3,9,8,4,7,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,8.107720061910534
45,0,252,1,3,3,70,4,5,4,15970,0,11,3,3,1,25,2,3,24,0,1,7,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9.862821795810113
31,0,1327,3,4,2,73,3,3,3,13523,9,12,3,1,1,9,3,3,2,2,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.523397750759193
33,0,832,5,4,3,63,2,1,4,14776,1,13,3,3,1,2,2,2,2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.976595409316577
34,0,470,2,4,4,84,2,2,1,23687,6,13,3,2,1,13,3,3,11,9,5,9,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.692490133273228
37,0,1017,1,2,3,83,2,1,1,18697,2,14,3,1,1,17,2,2,3,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.27410200229233
45,0,1199,7,4,1,77,4,2,3,5118,4,17,3,4,1,9,1,3,3,2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.769507120030227
37,1,504,10,3,1,61,3,3,3,22573,6,11,3,2,2,17,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.21522840604896
39,0,505,2,4,3,64,3,3,3,6420,0,25,4,4,0,20,1,3,19,6,11,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.30008966411979
29,0,665,15,3,3,60,3,1,4,22673,1,19,3,1,0,6,1,3,6,5,1,5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7.75833346749091
42,0,916,17,2,4,82,4,2,1,23016,3,13,3,3,0,10,1,3,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8.786609455061125
29,0,1247,20,2,4,45,3,2,4,10732,2,14,3,4,1,10,2,3,3,2,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.843903650835497
25,0,685,1,3,1,62,3,2,3,7505,0,12,3,4,2,5,3,3,4,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.496786381638575
42,0,269,2,3,4,56,2,1,1,8007,0,11,3,3,1,10,4,3,9,6,7,8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.860956364876389
40,0,1416,2,2,1,49,3,5,3,5949,0,19,3,4,1,22,5,3,21,7,3,9,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9.874933745118067
51,0,833,1,3,3,96,3,1,4,23231,1,11,3,2,0,1,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.909856667269403
31,1,307,29,2,3,71,2,1,2,11652,0,11,3,2,0,6,2,4,5,4,1,4,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.15478757276852
32,0,1311,7,3,2,100,4,1,2,26062,1,20,4,3,0,5,3,1,5,1,0,3,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.9355873855892
38,0,1327,2,2,4,39,2,2,4,19682,3,18,3,4,1,13,0,3,8,7,7,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.565983355585669
32,0,128,2,1,4,84,2,2,1,19737,4,13,3,4,0,9,5,3,6,2,0,4,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,7.685703061234547
46,0,488,2,3,3,75,1,4,2,14977,3,12,3,2,1,28,2,2,7,7,7,7,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,9.733469990198337
28,1,529,2,4,1,79,3,1,3,14935,2,11,3,3,0,5,5,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.156510226079966
29,0,1210,2,3,1,78,2,2,2,3687,2,19,3,2,2,10,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.801619971147346
31,0,1463,23,3,2,64,2,2,4,14408,0,21,4,2,1,10,2,3,9,0,7,8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.62748154531036
25,0,675,5,2,2,85,4,2,1,18384,1,12,3,4,2,6,2,3,6,3,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.294299608857235
45,0,1385,20,2,3,79,3,4,4,7501,0,14,3,2,0,21,2,3,20,7,4,10,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,9.510222717509283
36,0,1403,6,3,4,47,3,1,4,20251,0,11,3,3,1,16,4,3,15,13,10,11,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.074337694089515
55,0,452,1,3,4,81,3,5,1,18938,0,14,3,3,0,37,2,3,36,10,4,13,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,9.854612384753992
47,1,666,29,4,1,88,3,3,2,10268,1,12,3,4,1,10,2,2,10,7,9,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9.380083146563278
28,0,1158,9,3,4,94,3,1,4,2613,1,23,4,4,1,5,3,2,5,2,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.635786861395585
